Sentence	B	W	A	H	Abs
Robbie Hummel returned from a 29 - game absence due to a broken hand and finished with six points in 18 minutes off the bench .	1	0	1	0	PROPN-PERSON PROPN-GPE NUM-CARDINAL PUNCT-.
The Hawks ( 43 - 28 ) came into Tuesday 's contest knowing they held their fate in their own hands with respect to the fifth seed in the Eastern_Conference .	1	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
The Magic had yet to secure a victory in Brooklyn since the Nets had relocated there in the 2012 - 13 campaign , but broke that streak on the strength of 54 percent shooting from the field and balanced offensive performances from four of their starting five .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PROPN-ORG NOUN-TIME DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE NUM-CARDINAL PUNCT-.
In their first game since it was announced that Blake Griffin would be out for at least four weeks following arthroscopic surgery , Los_Angeles was led by a superb shooting performance from J.J. Redick , who shot 10 - of - 16 from the field overall and 7 - of - 9 from behind the arc .	1	1	1	0	PROPN-PERSON PROPN-ORG PROPN-PERSON PUNCT-.
J.J Redick was sidelined for Thursday 's contest with back spasms , which led to Jamal Crawford getting the start at shooting guard .	0	1	0	0	PROPN-PERSON NOUN-floor PROPN-DATE NUM-CARDINAL PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Meanwhile , Eric Bledsoe notched his eighth 20 - point game of the season as he led the way for Phoenix with 23 points , 10 assists , six rebounds and three steals .	1	1	1	0	PROPN-PERSON X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
Meanwhile , Chalmers had a slow first half , but came on after intermission to finish with 12 points , six rebounds and four assists .	1	1	0	0	PROPN-PERSON ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
The Pacers lost their fifth straight game , falling half a game behind the Boston Celtics for the final spot in the playoffs .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Utah Jazz hung on to earn their sixth straight win , as they defeated the visiting Indiana Pacers 109 - 100 , at Vivint_Smart_Home_Arena on Saturday evening .	1	1	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-DATE PUNCT-.
DeMarcus Cousins recorded his fifth straight double - double and his sixth in seven games , scoring 20 points on 8 - of - 17 shooting and grabbing 14 rebounds in 34 minutes .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Memphis ended their four - game losing streak with the win .	0	0	1	0	PROPN-PERSON NUM-DATE NOUN-DATE ADV-DATE NUM-CARDINAL PUNCT-.
Taj Gibson ( ankle ) returned from a six - game absence and put up 12 points and seven rebounds in 19 minutes off the bench .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-GPE ADJ-ORDINAL PROPN-GPE PUNCT-.
Meanwhile , J.J. Reddick ( back ) made his return to the starting lineup after missing three straight games , posting 15 points in 31 minutes .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Zaza Pachulia was listed as questionable , with a sore Achilles but ended up starting and logging 12 points ( 4 - 7 FG ) , four rebounds and three steals , in his 33 minutes .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG PUNCT-.
Harden recorded his third straight triple - double , scoring 23 points to go with 10 rebounds and 10 assists .	1	0	1	0	NUM-CARDINAL NUM-DATE NOUN-DATE PROPN-DATE PROPN-ORG PROPN-PERSON ADJ-ORDINAL PROPN-DATE ADP-DATE NUM-DATE PROPN-ORG PROPN-PERSON ADV-ORDINAL PUNCT-.
Luol Deng continued his offensive resurgence , managing a 13 - point , 12 - rebound double - double that also included two assists , two steals and two blocks .	1	1	1	0	PROPN-PERSON PROPN-ORG PUNCT-ORG PROPN-ORG PUNCT-ORG PROPN-ORG PUNCT-ORG PROPN-ORG NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Memphis is without their top - three scorers and two point guards and have now lost their fourth - straight game .	0	0	1	0	PROPN-PERSON NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Irving supplemented his aforementioned scoring total with five assists , four rebounds , one steal and one block .	1	0	0	0	X-CARDINAL_COMPARISON PROPN-NORP DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Tobias Harris left the game with a sprained ankle after playing just 17 minutes .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PROPN-PERSON PUNCT-.
The Hornets ( 33 - 40 ) came into Sunday 's game with a golden opportunity to keep their faint playoff hopes alive , as the Suns ( 22 - 52 ) , despite plenty of offensive prowess , had been a complete sieve on defense .	1	1	1	0	PROPN-ORG NUM-CARDINAL PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL CCONJ-CARDINAL NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PROPN-PERSON PUNCT-.
The Indiana Pacers ( 3 - 3 ) sported their new alternative uniforms as they edged the Miami Heat ( 3 - 3 ) 90 - 87 in a back - and - fourth match on Friday night .	1	1	0	0	PROPN-PERSON DET-DATE ADJ-DATE NOUN-DATE NUM-CARDINAL PUNCT-.
Gordon Hayward enjoyed a 24 - point night of his own , which marked a season high in scoring for the sixth - year pro .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NOUN-ORDINAL PUNCT-.
Like Green , this was his second game in a row putting up big numbers , considering he posted 22 points on Sunday .	0	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-DATE PUNCT-.
Chicago went 7 - 2 without Noah , who missed nine games with a shoulder injury .	0	1	1	0	PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON NUM-TIME PUNCT-TIME NOUN-TIME PROPN-PERSON NUM-TIME NOUN-TIME NUM-CARDINAL PUNCT-.
Young posted his second double - double in the last three games , tallying 18 points , 13 rebounds , and two steals .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON ADV-CARDINAL NUM-CARDINAL PROPN-LOC NUM-TIME NOUN-TIME PUNCT-.
The third - year guard finished with season highs in minutes ( 39 ) , points ( 37 ) , shot attempts ( 23 ) and three - point tries ( 12 ) .	0	0	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-PERSON PUNCT-.
George Hill recorded his first career triple - double against the Cavaliers , who were without LeBron James ( back soreness ) and Kyrie Irving ( shoulder ) .	0	1	1	0	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE NUM-CARDINAL NUM-PERCENT NOUN-PERCENT ADJ-DATE PUNCT-DATE NOUN-DATE DET-ORG PROPN-ORG PROPN-Nets X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Zaza Pachulia posted a solid nine points and 10 rebounds , his fourth straight game with double - digit boards and seventh in his last eight contests .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Boston stole a win from the Bulls on Nov. 8 , but they could n't muster the magic again .	0	1	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-PERSON NOUN-PERSON NUM-CARDINAL PUNCT-.
Kemba Walker returned from a one - game absence for personal reasons to post an 18 - point , 10 - assist double - double that also included six rebounds .	1	1	1	0	PROPN-PERSON NOUN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-ORG VERB-ORG ADJ-ORDINAL ADV-ORDINAL PUNCT-.
Additionally , starting point guard Goran Dragic ( elbow ) and Hassan Whiteside ( knee ) were both listed as questionable but managed to play through their ailments .	0	1	0	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL DET-ORG PROPN-ORG DET-DATE NOUN-DATE PUNCT-.
Eric Bledsoe tied Booker with 14 points , but added eight rebounds and five assists to his tally .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Zach Randolph ( knee ) missed his ninth straight game , and the Grizzlies have struggled without him , going 4 - 5 in his absence .	0	0	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PROPN-PERSON PUNCT-.
It was a fifth straight win for the Hawks and fifth game scoring 100 or more points as Atlanta is playing its best basketball since starting the season 7 - 1 .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME DET-LOC PROPN-LOC X-CARDINAL_COMPARISON ADJ-ORDINAL DET-LOC PROPN-LOC X-CARDINAL_COMPARISON SYM-TIME NUM-TIME ADJ-DATE NUM-DATE PUNCT-.
After winning player of the week last week , Jimmy Butler finished this game with one point , two rebounds and seven assists on 0 - of - 6 shooting , as he was clearly hampered by the sickness that made him questionable coming in .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
He 's surely been missed out on the court , as the Thunder are 2 - 2 without Durant , losing back - to - back games to the Celtics and Grizzlies before tonight 's win .	0	1	1	0	PROPN-PERSON NUM-CARDINAL NOUN-TIME PUNCT-.
Dion Waiters made his return from an ankle injury to lead the team with 23 points , two rebounds and six assists .	1	1	1	0	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE PROPN-PERSON PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-DATE NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
Jordan Clarkson matched Bryant ’ s 17 points and added six rebounds and three assists in 29:14 , outperforming rookie D ’ Angelo Russell , who continues to see lowly minutes .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-FAC PROPN-FAC X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
He finished with 22 points and 12 rebounds , giving him his fourth double - double on the year .	1	0	1	0	PROPN-PERSON PART-PERSON PROPN-PERSON PROPN-ORG NUM-CARDINAL PUNCT-.
Thad Young posted his fourth double - double in five contests ( 11 points , 12 rebounds ) , while the ageless Joe Johnson pitched in with a 17 - point effort , his second - highest scoring total of the season .	1	0	1	0	PROPN-PERSON X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-DATE NUM-CARDINAL PROPN-PERSON X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
Thursday 's defeat doubles as Cleveland 's second in four outings , but LeBron James did everything in his power to keep the deficit somewhat close , accruing 31 points , five rebounds , and four assists .	1	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON PUNCT-.
Meanwhile , Bryant 's heir apparent at his old shooting guard spot , Jordan Clarkson , continued his recent strong play with an outstanding 22 - point , 10 - rebound double - double .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
The more amazing part about that game is that it 's one night after being carried off the floor with a knee injury .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG DET-DATE NOUN-DATE PROPN-PERSON PUNCT-.
The Nuggets , losers of two straight , fall to 2 - 4 and remain in last place in the Western_Conference ’ s Northwest Division .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
James Johnson finished with 26 points for the second game in a row , this time on 8 - of - 15 shooting .	1	0	1	0	PROPN-PERSON PROPN-LOC PROPN-PERSON X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-DATE NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Jusf Nurkic continued his surge on his new team , amassing 17 points , six rebounds and five assists .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Danilo Gallinari played a season - high 31 minutes , which is significant as he is still making his bid for a full return from knee surgery .	0	0	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Greek Freak posted his second triple - double of the season and his third straight double - double , as he recorded 15 points , 12 rebounds and 11 assists on top of four blocks and two steals .	1	0	1	0	PROPN-PERSON PROPN-Jordan ADJ-ORDINAL PROPN-NORP NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
McCollum , as they mistakenly submitted a roster with him on the inactive list , instead of teammate Luis Montero .	0	1	0	1	PROPN-PERSON PROPN-GPE PROPN-DATE PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE PUNCT-.
In fact , the Hawks finished the game on a 23 - 8 run to open things up and win comfortably .	1	1	0	0	PROPN-PERSON NUM-CARDINAL ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Denver ( 6 - 9 ) had to play this game without Danilo Gallinari and they simply did n't have enough offense in his absence .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-DATE NOUN-DATE NUM-CARDINAL X-CARDINAL_COMPARISON PUNCT-.
The Hornets ( 5 - 15 ) snapped a 10 - game winning streak and sent the Knicks ( 4 - 17 ) to their seventh straight loss with Friday ’ s 103 - 102 victory .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
The Sixers ( 38 - 11 ) had to play this game without Embiid and that 's simply too big of a loss to overcome .	1	1	0	0	PROPN-NORP PROPN-PERSON NUM-TIME NOUN-TIME ADJ-ORDINAL PUNCT-.
The double - double was his second in a row , as he 's combined for 24 points and 25 rebounds over that span .	1	0	1	0	PROPN-DATE PROPN-PERSON NUM-CARDINAL PUNCT-.
The Houston Rockets ( 20 - 19 ) moved back over .500 for the first time since Dec. 21 with a victory Wednesday night over the Memphis Grizzlies ( 21 - 19 ) at FedEx Forum , 107 - 91 .	1	1	1	0	ADJ-ORDINAL PROPN-PERSON PUNCT-.
Thomas had 18 points and six assists in just his second game back from injury .	1	0	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Dallas ( 3 - 13 ) came into this game with the lowest - scoring offense in the NBA , but they did just enough to crack their eight - game losing streak .	1	1	1	0	ADJ-ORDINAL PROPN-GPE X-CARDINAL_COMPARISON PROPN-DATE NOUN-TIME PROPN-GPE DET-DATE NOUN-DATE PROPN-GPE X-CARDINAL_COMPARISON PROPN-DATE NUM-DATE PUNCT-.
The Nuggets ( 33 - 36 ) had won four - straight headed into this game , but this was a disappointing loss at home .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL DET-ORG PROPN-ORG PUNCT-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-CARDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
Boston snapped their four - game losing streak with the win .	0	0	1	0	PROPN-PERSON ADV-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Miami ( 7 - 13 ) came into this game winning two - straight and it would be three - straight if it were n't for poor late game execution .	1	1	1	0	X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON PUNCT-.
This marked the Bulls ninth - straight loss in Denver , but they lost more than that .	0	0	1	0	DET-ORG PROPN-ORG PROPN-DATE VERB-mark DET-ORG PROPN-ORG VERB-ORDINAL PUNCT-.
Gary Harris was second on the team , as he accrued 18 points , four rebounds and six assists in his first game back from a foot injury .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE PROPN-PERSON ADV-ORDINAL NOUN-TIME NUM-PERCENT NOUN-PERCENT PUNCT-.
Rose added four assists and three rebounds to his team - high scoring total .	1	1	0	0	PROPN-PERSON PART-PERSON PROPN-PERSON NUM-CARDINAL PUNCT-.
The Pelicans ( 2 - 10 ) had to play this game without Anthony Davis ( thigh ) and it clearly hurt their offense .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) ADJ-ORDINAL PUNCT-.
Towns finished with an impressive 20 - point , 13 - rebound and five - assist line , for his tenth straight double - double , but was eclipsed by DeMarcus Cousins , who finished with 32 points , seven rebounds , seven assists , four steals and two blocks .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON DET-DATE NOUN-DATE PUNCT-.
In fact , the game 's leading three - point shooter played only eight minutes and was making his NBA debut .	1	1	1	0	PROPN-PERSON PROPN-DATE X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
Darren Collison also put forth a supreme box score contest with 20 points , eight assists , six rebounds and three steals on 7 - of - 16 shooting .	1	1	0	0	X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON NUM-16 PROPN-Star X-CARDINAL_COMPARISON PROPN-EVENT PUNCT-EVENT PROPN-EVENT PUNCT-.
It was the first time he 's scored less than 15 points in his last 11 games , but the rebounds and assists made up for it .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Carmelo Anthony stepped up with both Derrick Rose ( ankle ) and Kristaps Porzingis ( illness ) out and scored 26 points .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-DATE ADP-DATE DET-DATE NOUN-DATE PUNCT-.
The Bulls were playing without Jimmy Butler who was a last minute scratch due to a heel injury .	0	1	0	0	DET-ORG PROPN-ORG NOUN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG NOUN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-FAC PROPN-FAC NOUN-FAC X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-DATE ADJ-DATE DET-DATE NOUN-DATE ADJ-ORDINAL X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-TIME NOUN-TIME PROPN-ORG PROPN-PERSON PUNCT-.
With Milwaukee winning six - straight and Memphis losing five - straight headed into this matchup , a wire - to - wire win for the Grizzlies is a rather surprising result .	0	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-DATE NOUN-TIME NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-TIME NOUN-TIME NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-DATE NOUN-TIME PUNCT-.
Denzel Valentine also had a notable game for his young career , as he notched his first double - double , with 11 points and 12 rebounds , in 28 minutes off the bench .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PUNCT-.
The Charlotte Hornets ( 18 - 20 ) snapped a seven - game losing streak with a decisive 107 - 84 win over the Atlanta Hawks ( 23 - 16 ) on Wednesday .	1	0	1	0	PROPN-PERSON PUNCT-.
